"77","0","NA","NA","NA","NA","1","0"
"82","NA","-1","0","NA","-1","0","0"
"84","NA","NA","NA","NA","0","0","0"
"85","NA","0","0","NA","NA","0","0"
"88","NA","0","0","NA","NA","0","0"
"89","NA","-1","0","NA","0","0","0"
"91","0","0","0","NA","0","0","0"
"93","NA","NA","NA","NA","NA","0","0"
"95","0","0","0","0","0","0","0"
"97","0","0","NA","NA","0","0","0"
"98","0","0","0","NA","NA","0","0"
"100","NA","NA","0","NA","0","0","0"
"101","NA","0","NA","NA","NA","0","0"
"102","NA","NA","NA","NA","NA","0","0"
"103","0","NA","NA","NA","NA","0","0"
"105","0","0","0","NA","0","0","0"
"110","0","NA","NA","NA","NA","0","0"
"113","NA","NA","NA","NA","NA","0","0"
"117","NA","NA","NA","NA","NA","0","0"
"121","NA","NA","NA","NA","NA","0","0"
"123","0","NA","0","NA","NA","0","0"
"124","0","0","0","NA","NA","0","0"
"125","NA","NA","0","NA","NA","0","0"
"126","NA","NA","NA","NA","NA","0","0"
"129","NA","NA","NA","NA","NA","0","0"
"133","NA","0","0","NA","0","0","0"
"134","0","NA","NA","0","NA","0","0"
"141","0","NA","NA","0","0","0","0"
"144","0","0","0","NA","NA","0","0"
"146","NA","0","0","NA","NA","0","0"
"148","NA","NA","0","NA","NA","0","0"
"149","NA","0","0","NA","NA","0","0"
"150","NA","NA","NA","NA","NA","0","0"
"151","0","NA","NA","NA","NA","0","0"
"152","NA","NA","0","NA","NA","0","0"
"157","0","0","0","NA","0","0","0"
"159","0","NA","NA","NA","NA","0","0"
"160","0","NA","NA","NA","0","0","0"
"162","0","NA","0","NA","0","0","0"
"164","NA","NA","NA","NA","NA","0","0"
"169","0","NA","NA","0","NA","0","0"
"170","0","NA","NA","NA","0","0","0"
"171","0","NA","NA","0","0","0","0"
"172","NA","NA","NA","NA","NA","0","0"
"174","0","NA","NA","0","0","0","0"
"175","NA","0","0","0","0","0","0"
"177","0","0","0","NA","0","0","0"
"179","NA","NA","NA","NA","NA","0","0"
"180","NA","NA","NA","NA","NA","0","0"
"181","0","0","0","NA","0","0","0"
"183","NA","NA","NA","NA","0","0","0"
"184","NA","NA","NA","NA","NA","0","0"
"185","0","0","0","NA","0","0","0"
"194","NA","NA","0","NA","NA","0","0"
"196","0","0","0","NA","NA","0","0"
"197","NA","NA","NA","0","NA","0","0"
